Reviewer_Score,Review
0,noise friendly staff 
1,location ideal 
1,everything hotel 
1,noisey bin men outside hotel every night location 
1,nothing welcoming happy staff 
0,aircondition working room dull grey would recommend hotel young child needed get milk warm young daughter staff told need go cafeteria get warm since kitchen key location great metro shop right corner 
1,bed pillow extremely comfortable room really quiet everything well thought 
0,bad experience cheated money stolen two male mature receptionist refused accept genuine mistake stole money 
1,breakfast could little richer varied local produce wonderful position good price 
1,access room ground level via staircase trouble walking sure book great room patio mouse location friendly staff clean 
1,nothing friendliness staff helpful atmosphere hotel thought room smashing 
0,expensive run mill hotel bedroom albeit v clean shabby tired air con old noisy whole place need refurb location good v accessible everywhere breakfast good staff nice helpful clean bed comfortable 
1,room cleaned night stay hairdryer room poor quality great location friendly staff 
0,persistent water leak next shower glass curtain bathroom floor water left daily floor housekeeping returned room pm found toilet flush constantly pouring heavy water toilet since cleaned housekeeping flush handle actuator defecting call technician came around pm handle bathroom door loose keep falling minibar refrigerator working first hour discovered form hotel technician already disconnected electrical supply towel number insufficient tea coffee tray tea cup location 
